Time in milliSecond	x	y	z
9471789	-2.179256	10.051817	4.099725
9471800	-2.029432	9.738548	3.840938
9471810	-2.083913	9.507003	3.500429
9471820	-2.165635	9.302697	3.11906
9471832	-2.383561	9.139254	2.914754
9471841	-2.397181	8.975809	2.76493
9471851	-2.410802	8.662541	2.696829
9471861	-2.383561	8.22669	2.35632
9471873	-2.124774	7.736358	1.97495
9471882	-1.729784	7.314126	1.56634
9471893	-1.362035	6.810174	1.253072
9471903	-0.967045	6.415184	1.021526
9471914	-0.572055	6.047434	0.735499
9471924	-0.286027	5.897611	0.612916
9471935	-0.122583	5.952092	0.572055
9471945	-0.108963	6.129157	0.558434
9471955	-0.286027	6.605869	0.640156
9471965	-0.449471	7.05534	0.762739
9471976	-0.544814	7.382228	0.626536
9471986	-0.640156	7.668256	0.449471
9471996	-0.599295	7.981524	0.354129
9472006	-0.721878	8.281172	0.449471
9472016	-0.926184	8.60806	0.8036
9472026	-1.116868	9.057531	1.525479
9472036	-1.280313	9.384419	1.865988
9472047	-1.389275	9.602345	2.165635
9472058	-1.375655	9.847511	2.574246
9472068	-1.144109	9.901993	2.833032
9472082	-0.858082	9.724928	2.547005
9472091	-0.558434	9.697687	2.383561
9472102	-0.326888	9.779409	2.233737
9472112	-0.068102	9.874752	2.152015
9472122	0.095342	9.901993	2.083913
9472132	0.245166	9.997335	2.083913
9472144	0.286027	10.269742	2.015811
9472153	0.231546	10.528529	2.179256
9472163	0.081722	10.923519	2.288218
9472173	-0.108963	11.427472	2.533385
9472184	-0.435851	12.094869	2.601486
9472194	-0.640156	12.53072	2.3427
9472204	-0.912563	12.857608	2.410802
9472215	-1.15773	13.061913	2.492524
9472225	-1.443757	13.266219	2.846653
9472235	-1.729784	13.252599	3.691114
9472245	-1.893228	13.116395	4.426613
9472257	-1.920469	12.762266	5.09401
9472266	-1.55272	12.13573	5.352797
9472276	-0.980665	11.318509	4.985047
9472288	-0.149824	10.419566	3.854558
9472297	0.340509	10.051817	3.050958
9472308	0.78998	9.697687	2.220117
9472318	0.967045	9.547864	1.906849
9472329	0.967045	9.697687	2.083913
9472338	0.721878	9.847511	2.410802
9472349	0.231546	9.929234	2.955616
9472361	-0.435851	9.901993	3.568531
9472375	-1.035146	9.738548	3.800077
9472385	-1.253072	9.684067	3.800077
9472394	-1.620821	9.547864	3.582151
9472405	-1.934089	9.234595	3.418707
9472415	-1.934089	8.676162	2.969236
9472426	-1.634442	8.185829	2.574246
9472437	-1.198591	7.777218	2.247357
9472448	-0.844462	7.273266	1.865988
9472460	-0.503953	6.782933	1.430137
9472470	-0.190685	6.456045	1.198591
9472481	-0.190685	6.170018	0.885323
9472492	0.163444	6.047434	0.762739
9472501	0.258787	6.020194	0.735499
9472511	0.313268	6.088295	0.640156
9472521	0.286027	6.26536	0.640156
9472532	0.204305	6.714831	0.449471
9472542	0.204305	6.891896	0.38137
9472552	0.190685	7.191544	0.299648
9472564	0.163444	7.600154	0.422231
9472573	0.054481	8.117727	0.640156
9472583	-0.054481	8.512717	1.062387
9472594	-0.204305	8.948568	1.375655
9472604	-0.449471	9.425281	1.443757
9472614	-0.612916	9.738548	1.470998
9472624	-0.544814	10.010956	1.511859
9472634	-0.503953	10.228881	1.443757
9472645	-0.449471	10.351464	1.484618
9472655	-0.449471	10.514909	1.702543
9472665	-0.503953	10.773695	1.934089
9472677	-0.572055	11.005241	2.192876
9472686	-0.681017	11.209546	2.3427
9472697	-0.762739	11.400231	2.3427
9472707	-0.8036	11.509193	2.111154
9472717	-0.858082	11.672638	2.111154
9472727	-0.926184	11.863323	2.097533
9472737	-0.830841	11.972285	2.315459
9472748	-0.531194	11.958665	2.3427
9472758	-0.354129	11.904184	1.934089
9472768	-0.354129	11.958665	1.934089
9472778	-0.449471	12.026767	2.124774
9472789	-0.898943	12.176591	2.192876
9472799	-1.375655	12.367276	2.696829
9472808	-1.716164	12.421757	3.173541
9472818	-2.015811	12.476238	3.868179
9472829	-2.083913	12.190211	4.29041
9472839	-2.043052	11.781601	4.276789
9472850	-1.770645	11.468333	4.031623
9472860	-1.56634	11.127824	3.704735
9472870	-1.511859	10.637491	3.377846
9472880	-1.620821	10.18802	3.595772
9472891	-1.702543	9.861132	3.445948
9472901	-1.852367	9.629586	3.541291
9472911	-2.056673	9.438901	3.445948
9472921	-2.192876	9.248216	3.391467
9472931	-2.369941	9.084772	3.241643
9472941	-2.410802	8.717023	3.091819
9472952	-2.288218	8.036005	2.506144
9472962	-2.083913	7.641015	1.988571
9472975	-1.784266	7.177923	1.430137
9472985	-1.56634	6.905516	1.021526
9472995	-1.17135	6.510526	0.463092
9473007	-0.8036	6.183638	0.095342
9473016	-0.503953	5.992953	0.095342
9473027	-0.272407	5.829509	-0.149824
9473038	-0.027241	5.815888	0.040861
9473049	0.095342	5.992953	0.313268
9473059	0.068102	6.347082	0.435851
9473070	0.027241	6.742072	0.640156
9473080	-0.136203	7.164303	0.572055
9473090	-0.40861	7.586534	0.517573
9473101	-0.735499	8.076866	0.435851
9473111	-0.830841	8.294792	0.313268
9473121	-1.062387	8.703403	0.435851
9473131	-1.280313	9.166494	0.980665
9473142	-1.688923	9.888372	2.015811
9473152	-1.702543	10.18802	2.72407
9473162	-1.743405	10.337844	3.473189
9473172	-1.539099	10.378705	3.636633
9473183	-1.021526	10.351464	3.92266
9473192	-0.612916	10.215261	3.90904
9473203	-0.122583	10.18802	3.677494
9473214	0.177065	10.256122	3.486809
9473224	0.449471	10.269742	3.459568
9473234	0.558434	10.460427	3.623013
9473246	0.422231	10.828176	3.827318
9473256	0.272407	11.059722	3.854558
9473266	0.068102	11.34575	3.93628
9473277	-0.272407	11.808842	3.609392
9473287	-0.38137	12.217452	3.500429
9473296	-0.517573	12.408136	3.173541
9473306	-0.694638	12.626062	2.655968
9473318	-0.78998	12.762266	2.192876
9473328	-0.681017	12.666924	2.369941
9473338	-0.544814	12.503479	3.010097
9473348	-0.531194	12.326415	4.058864
9473359	-0.476712	11.931424	4.944186
9473369	-0.149824	11.468333	5.271075
9473379	0.313268	10.869038	5.012288
9473390	0.830841	10.228881	4.086104
9473399	1.18497	9.997335	3.078199
9473409	1.225831	9.820271	2.3427
9473419	1.048767	9.833891	1.988571
9473429	0.844462	9.929234	1.879608
9473440	0.435851	10.065437	2.274598
9473450	0.095342	10.106298	2.73769
9473460	-0.204305	9.956474	3.187161
9473472	-0.422231	9.901993	3.405087
9473481	-0.640156	9.697687	3.473189
9473492	-0.885323	9.575105	3.486809
9473504	-0.994285	9.152874	3.405087
9473513	-1.021526	8.894087	3.418707
9473523	-1.144109	8.62168	3.377846
9473534	-1.144109	8.22669	3.296124
9473544	-1.130489	7.84532	3.105439
9473554	-0.830841	7.491191	3.159921
9473564	-0.463092	7.068961	2.996476
9473576	-0.217926	6.837415	2.833032
9473586	-0.054481	6.66035	2.72407
9473596	0.095342	6.565008	2.465283
9473607	0.190685	6.619489	2.056673
9473617	0.136203	6.728452	1.797886
9473627	0.081722	6.823794	1.688923
9473638	0.149824	7.0281	1.266692
9473648	0.122583	7.137062	1.021526
9473658	0.136203	7.246025	1.021526
9473668	0.122583	7.477571	1.18497
9473680	0.095342	7.749978	1.416516
9473690	0.122583	8.063246	1.675303
9473700	0.217926	8.308413	1.661682
9473711	0.449471	8.458236	1.416516
9473721	0.503953	8.567199	1.375655
9473731	0.735499	8.785124	1.253072
9473743	0.926184	9.00305	1.253072
9473753	0.994285	9.152874	1.402896
9473763	0.967045	9.41166	1.702543
9473774	0.817221	9.656827	2.056673
9473785	0.612916	10.079058	2.329079
9473794	0.38137	10.378705	2.587866
9473805	0.027241	10.773695	2.533385
9473815	-0.108963	10.96438	2.397181
9473825	-0.286027	11.223166	2.383561
9473835	-0.503953	11.441092	2.369941
9473846	-0.354129	11.563675	2.124774
9473856	-0.163444	11.577295	1.852367
9473866	-0.163444	11.522814	1.56634
9473876	0.040861	11.536434	1.757025
9473887	-0.190685	11.413852	2.165635
9473896	-0.422231	11.372991	2.696829
9473906	-0.762739	11.264028	3.840938
9473917	-0.898943	11.318509	5.012288
9473928	-0.858082	11.127824	5.924851
9473938	-0.735499	10.705593	6.088295
9473948	-0.422231	10.256122	5.352797
9473960	-0.422231	9.929234	4.69902
9473969	0.163444	9.724928	4.222308
9473979	0.245166	9.438901	3.93628
9473994	0.190685	9.261836	4.154206
9474005	0.190685	9.289077	4.481094
9474015	-0.149824	9.289077	4.590057
9474025	-0.258787	9.302697	4.385752
9474037	-0.449471	9.438901	4.126966
9474047	-0.626536	9.357179	3.718355
9474056	-0.749119	9.329938	3.432328
9474067	-0.858082	9.234595	3.214402
9474077	-0.885323	9.193735	2.955616
9474087	-0.885323	9.071152	2.941995
9474110	-0.667397	8.730643	3.037338
9474132	-0.694638	8.635301	3.350605
9474141	-0.667397	8.60806	3.091819
9474154	-0.830841	8.539958	2.901134
9474164	-0.912563	8.539958	2.73769
9474177	-0.8036	8.430995	2.206496
9474186	-0.653777	8.417375	2.124774
9474196	-0.517573	8.376513	2.083913
9474209	-0.39499	8.417375	2.288218
9474220	-0.340509	8.539958	2.615107
9474230	-0.286027	8.662541	2.860273
9474240	-0.190685	8.812365	2.941995
9474250	-0.108963	8.975809	3.091819
9474261	-0.040861	9.030291	3.159921
9474271	-0.040861	9.071152	3.010097
9474281	0.054481	9.084772	2.901134
9474291	0.122583	9.193735	2.860273
9474303	0.068102	9.316318	3.1463
9474313	-0.027241	9.520623	3.078199
9474323	-0.122583	9.656827	3.1463
9474334	-0.204305	9.80665	3.405087
9474344	-0.204305	9.80665	3.500429
9474354	-0.286027	9.711308	3.255263
9474364	-0.313268	9.602345	3.268883
9474375	-0.245166	9.357179	2.846653
9474386	-0.095342	9.343558	2.451663
9474396	0.040861	9.302697	2.138395
9474407	0.177065	9.39804	2.056673
9474417	0.340509	9.602345	1.988571
9474427	0.517573	9.602345	1.96133
9474438	0.708258	9.670447	2.002191
9474448	0.77636	9.697687	2.056673
9474458	0.830841	9.738548	2.247357
9474468	0.762739	9.765789	2.424422
9474478	0.572055	9.915613	2.547005
9474488	0.449471	10.024576	2.696829
9474498	0.39499	10.024576	2.805792
9474508	0.299648	10.160779	2.887514
9474520	0.299648	10.147159	2.969236
9474530	0.313268	10.038197	3.078199
9474540	0.190685	9.956474	3.268883
9474551	0.122583	9.861132	3.541291
9474562	0.108963	9.738548	3.52767
9474572	0.108963	9.547864	3.323365
9474583	0.149824	9.370799	2.860273
9474597	0.40861	9.084772	2.628727
9474606	0.585675	9.01667	2.547005
9474620	0.708258	8.866846	2.438042
9474630	0.762739	8.771504	2.3427
9474642	0.762739	8.62168	1.96133
9474657	0.667397	8.485476	1.770645
9474666	0.78998	8.444615	1.402896
9474676	0.967045	8.281172	0.939804
9474687	1.416516	8.090487	0.435851
9474696	1.688923	8.063246	0.122583
9474712	2.233737	8.267551	-0.040861
9474722	2.547005	8.430995	0.190685
9474733	3.023717	8.567199	0.39499
9474744	3.091819	8.771504	0.926184
9474755	3.023717	8.948568	1.321174
9474764	2.996476	8.989429	1.661682
9474775	2.928375	9.057531	2.029432
9474787	2.833032	9.289077	2.533385
9474797	2.655968	9.547864	2.805792
9474807	2.547005	9.697687	2.996476
9474818	2.560625	9.888372	3.159921
9474828	2.615107	9.929234	3.473189
9474838	2.615107	10.051817	3.704735
9474850	2.547005	10.160779	3.868179
9474860	2.383561	10.18802	3.827318
9474870	2.220117	10.242501	3.718355
9474880	2.002191	10.256122	3.582151
9474890	1.825127	10.092678	3.391467
9474900	1.797886	9.983715	3.13268
9474911	1.797886	9.915613	2.982856
9474921	1.743405	9.765789	2.955616
9474933	1.838747	9.697687	2.860273
9474942	1.838747	9.588725	2.901134
9474954	1.784266	9.438901	2.901134
9474963	1.838747	9.493382	2.887514
9474973	1.702543	9.384419	2.642348
9474985	1.470998	9.316318	2.369941
9474996	1.416516	9.302697	2.152015
9475006	1.334794	9.234595	1.702543
9475017	1.280313	9.248216	1.498238
9475027	1.253072	9.343558	1.470998
9475036	1.307553	9.329938	1.525479
9475047	1.307553	9.384419	1.729784
9475058	1.293933	9.479762	1.865988
9475067	1.321174	9.452521	2.056673
9475077	1.348414	9.384419	2.029432
9475087	1.307553	9.316318	1.934089
9475098	1.239452	9.220976	1.811506
9475108	1.15773	9.098392	1.57996
9475118	1.17135	9.030291	1.539099
9475130	1.416516	9.084772	1.212211
9475139	1.675303	9.00305	1.076007
9475150	1.934089	8.934948	0.926184
9475161	2.192876	8.989429	0.858082
9475170	2.35632	9.084772	1.089628
9475180	2.315459	9.193735	1.498238
9475190	2.056673	9.343558	1.797886
9475202	1.688923	9.670447	2.138395
9475212	1.15773	9.956474	2.3427
9475222	0.612916	10.228881	2.083913
9475232	0.354129	10.501288	1.770645
9475243	0.231546	10.623871	1.416516
9475254	0.177065	10.651112	1.620821
9475266	0.136203	10.732834	2.029432
9475276	0.163444	10.760075	2.478903
9475286	0.095342	10.651112	2.901134
9475298	-0.108963	10.58301	3.241643
9475308	-0.217926	10.419566	3.187161
9475321	-0.367749	10.065437	2.996476
9475331	-0.299648	9.888372	2.860273
9475344	-0.326888	9.643207	2.506144
9475354	-0.272407	9.438901	2.315459
9475366	-0.163444	9.125633	2.124774
9475379	-0.190685	8.989429	2.111154
9475389	-0.354129	8.975809	2.206496
9475402	-0.449471	8.907707	2.124774
9475498	-0.898943	9.466142	1.988571
9475510	-1.062387	9.479762	1.97495
9475521	-1.062387	9.520623	2.165635
9475533	-1.021526	9.547864	2.369941
9475543	-0.858082	9.493382	2.315459
9475555	-0.708258	9.357179	2.478903
9475565	-0.572055	9.466142	2.369941
9475579	-0.40861	9.39804	2.451663
9475592	-0.258787	9.438901	2.288218
9475602	-0.313268	9.561484	2.410802
9475612	-0.40861	9.575105	2.329079
9475623	-0.40861	9.629586	2.260978
9475632	-0.40861	9.656827	2.274598
9475642	-0.544814	9.697687	2.329079
9475653	-0.640156	9.697687	2.533385
9475663	-0.599295	9.697687	2.642348
9475673	-0.640156	9.697687	2.547005
9475683	-0.599295	9.656827	2.628727
9475693	-0.531194	9.602345	2.465283
9475703	-0.531194	9.561484	2.315459
9475713	-0.476712	9.452521	2.097533
9475723	-0.313268	9.370799	1.729784
9475733	-0.286027	9.289077	1.716164
9475744	-0.177065	9.125633	1.498238
9475755	-0.095342	9.084772	1.443757
9475765	-0.081722	9.261836	1.634442
9475775	-0.040861	9.329938	1.784266
9475785	-0.095342	9.452521	2.083913
9475795	-0.272407	9.575105	2.410802
9475805	-0.367749	9.697687	2.547005
9475816	-0.463092	9.711308	2.601486
9475826	-0.572055	9.752169	2.465283
9475836	-0.612916	9.765789	2.478903
9475846	-0.612916	9.765789	2.533385
9475857	-0.681017	9.80665	2.547005
9475867	-0.653777	9.80665	2.642348
9475877	-0.612916	9.820271	2.901134
9475888	-0.626536	9.765789	2.901134
9475898	-0.681017	9.684067	2.819412
9475908	-0.858082	9.670447	2.547005
9475918	-1.076007	9.643207	2.097533
9475929	-1.225831	9.643207	1.770645
9475939	-1.225831	9.697687	1.348414
9475949	-1.130489	9.643207	1.062387
9475961	-0.980665	9.39804	1.007906
9475971	-0.885323	9.39804	0.953424
9475981	-0.667397	9.289077	0.994285
9475992	-0.667397	9.180115	1.062387
9476001	-0.640156	9.098392	1.116868
9476011	-0.612916	9.084772	1.293933
9476021	-0.640156	9.084772	1.484618
9476031	-0.612916	8.975809	1.55272
9476042	-0.544814	9.01667	1.457377
9476052	-0.640156	9.084772	1.293933
9476062	-0.721878	9.220976	0.898943
9476072	-0.735499	9.343558	0.762739
9476083	-0.762739	9.534244	0.858082
9476092	-0.844462	9.738548	0.994285
9476102	-0.844462	9.901993	1.239452
9476112	-0.898943	10.024576	1.57996
9476124	-0.926184	10.119919	1.757025
9476133	-0.871702	10.18802	2.056673
9476143	-0.858082	10.256122	2.083913
9476156	-0.721878	10.242501	1.934089
9476165	-0.612916	10.228881	1.96133
9476175	-0.572055	10.269742	1.934089
9476187	-0.476712	10.365085	2.152015
9476196	-0.422231	10.405946	2.329079
9476206	-0.245166	10.351464	2.410802
9476216	-0.108963	10.392325	2.410802
9476227	0.027241	10.256122	2.152015
9476237	0.122583	10.18802	1.865988
9476247	0.217926	10.215261	1.770645
9476257	0.38137	10.242501	1.620821
9476269	0.544814	10.310603	1.702543
9476279	0.640156	10.487668	1.906849
9476290	0.544814	10.678352	2.152015
9476300	0.476712	10.732834	2.451663
9476310	0.367749	10.828176	2.424422
9476320	0.272407	10.814556	2.301839
9476330	0.095342	10.746454	2.152015
9476340	-0.054481	10.623871	1.838747
9476350	-0.122583	10.623871	1.96133
9476360	-0.177065	10.528529	1.96133
9476372	-0.190685	10.392325	2.124774
9476382	-0.149824	10.215261	2.192876
9476392	0.190685	9.861132	2.3427
9476403	0.735499	9.466142	2.3427
9476413	1.130489	9.125633	2.097533
9476423	1.443757	8.934948	1.94771
9476433	1.607201	8.975809	1.716164
9476445	1.811506	9.057531	1.675303
9476454	1.838747	9.207355	1.729784
9476464	1.661682	9.466142	2.152015
9476476	1.402896	9.765789	2.547005
9476486	0.994285	9.929234	2.833032
9476500	0.531194	10.160779	3.11906
9476510	0.204305	10.283362	3.200782
9476522	-0.095342	10.337844	3.255263
9476533	-0.204305	10.228881	3.391467
9476545	-0.286027	9.970095	3.1463
9476555	-0.326888	9.80665	3.200782
9476567	-0.190685	9.479762	3.105439
9476580	-0.081722	8.989429	2.601486
9476591	0.054481	8.648921	2.152015
9476602	0.190685	8.240311	1.702543
9476612	0.354129	7.913422	1.198591
9476621	0.558434	7.804459	0.980665
9476631	0.926184	7.545672	0.926184
9476644	1.130489	7.409469	1.021526
9476653	1.17135	7.586534	1.280313
9476666	1.17135	7.709117	1.15773
9476676	1.062387	7.927042	1.130489
9476689	0.871702	8.281172	0.994285
9476698	0.653777	8.62168	0.926184
9476708	0.612916	8.812365	0.871702
9476720	0.612916	9.043911	0.912563
9476729	0.640156	9.289077	1.103248
9476739	0.599295	9.575105	1.675303
9476750	0.667397	9.847511	1.838747
9476761	0.749119	9.942854	2.083913
9476772	0.8036	9.997335	2.111154
9476783	0.817221	9.997335	2.083913
9476793	0.8036	10.024576	1.865988
9476803	0.953424	10.038197	1.620821
9476813	1.116868	10.079058	1.416516
9476824	1.266692	10.092678	1.56634
9476833	1.321174	10.215261	1.770645
9476843	1.375655	10.337844	1.96133
9476855	1.198591	10.446807	2.192876
9476864	0.926184	10.732834	2.315459
9476874	0.463092	10.923519	2.465283
9476885	0.122583	11.059722	2.506144
9476895	-0.081722	11.318509	2.506144
9476905	-0.095342	11.454713	2.165635
9476915	-0.122583	11.413852	1.57996
9476925	-0.204305	11.372991	0.912563
9476936	-0.326888	11.413852	0.340509
9476946	-0.599295	11.550055	0.01362
9476956	-0.871702	11.795221	0.39499
9476966	-1.321174	11.958665	1.416516
9476976	-1.607201	11.904184	2.76493
9476988	-1.865988	11.509193	4.154206
9476998	-1.852367	11.046102	4.807983
9477008	-1.688923	10.514909	5.148491
9477022	-1.348414	10.038197	4.916945
9477032	-0.980665	9.438901	4.004382
9477041	-0.8036	8.894087	3.568531
9477054	-0.8036	8.390134	2.76493
9477064	-0.599295	8.185829	2.574246
9477074	-0.572055	8.21307	2.655968
9477086	-0.653777	8.253931	2.805792
9477096	-0.858082	8.322033	2.860273
9477107	-1.116868	8.444615	2.642348
9477116	-1.334794	8.553578	2.233737
9477127	-1.321174	8.553578	1.838747
9477137	-1.321174	8.444615	1.784266
9477147	-1.239452	8.281172	1.634442
9477158	-1.021526	8.063246	1.593581
9477168	-0.844462	7.927042	1.57996
9477178	-0.762739	7.722737	1.607201
9477189	-0.367749	7.504812	1.607201
9477199	-0.217926	7.477571	1.634442
9477209	-0.122583	7.45033	1.634442
9477222	-0.122583	7.532053	1.620821
9477231	-0.204305	7.668256	1.307553
9477241	-0.340509	7.763598	0.967045
9477254	-0.476712	7.954283	0.762739
9477267	-0.354129	8.090487	0.531194
9477276	-0.326888	8.185829	0.558434
9477286	-0.245166	8.376513	0.762739
9477297	-0.081722	8.60806	1.266692
9477307	-0.081722	8.907707	1.57996
9477317	0.040861	9.220976	2.111154
9477328	0.01362	9.588725	2.383561
9477339	-0.108963	9.901993	2.73769
9477350	-0.40861	10.147159	3.064578
